# Force and moment coefficients
# dragDir       : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# rollAxis      : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# magUInf       : 2.49796991e+02
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e-03
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
1112            	2.98681989e-02	1.49340994e-02	1.49340994e-02	8.72778178e-01	3.11380990e-01	5.61397189e-01	-1.25008099e-01	9.77254525e-21	-9.75747441e-20	-7.59706018e-21	-1.01373274e-19	9.37762141e-20
1113            	2.98616202e-02	1.49308101e-02	1.49308101e-02	8.72679535e-01	3.11386948e-01	5.61292587e-01	-1.24952819e-01	9.77301053e-21	-9.75864887e-20	-7.65041021e-21	-1.01411694e-19	9.37612836e-20
1114            	2.98552863e-02	1.49276431e-02	1.49276431e-02	8.72574823e-01	3.11390141e-01	5.61184682e-01	-1.24897271e-01	9.77339716e-21	-9.75978601e-20	-7.70192510e-21	-1.01448823e-19	9.37468975e-20
1115            	2.98490497e-02	1.49245248e-02	1.49245248e-02	8.72461685e-01	3.11390565e-01	5.61071120e-01	-1.24840277e-01	9.77376911e-21	-9.76097187e-20	-7.75304643e-21	-1.01486242e-19	9.37331955e-20
1116            	2.98430842e-02	1.49215421e-02	1.49215421e-02	8.72342861e-01	3.11388194e-01	5.60954667e-01	-1.24783237e-01	9.77406556e-21	-9.76205290e-20	-7.80115902e-21	-1.01521108e-19	9.37199494e-20
1117            	2.98371382e-02	1.49185691e-02	1.49185691e-02	8.72215820e-01	3.11383158e-01	5.60832662e-01	-1.24724752e-01	9.77435680e-21	-9.76318648e-20	-7.84888125e-21	-1.01556305e-19	9.37074242e-20
1118            	2.98314993e-02	1.49157497e-02	1.49157497e-02	8.72083674e-01	3.11375342e-01	5.60708332e-01	-1.24666495e-01	9.77455308e-21	-9.76426638e-20	-7.89410109e-21	-1.01589714e-19	9.36956133e-20
1119            	2.98259838e-02	1.49129919e-02	1.49129919e-02	8.71943689e-01	3.11364720e-01	5.60578969e-01	-1.24607125e-01	9.77473102e-21	-9.76540524e-20	-7.93890367e-21	-1.01623504e-19	9.36846006e-20
1120            	2.98207696e-02	1.49103848e-02	1.49103848e-02	8.71799091e-01	3.11351340e-01	5.60447751e-01	-1.24548206e-01	9.77482265e-21	-9.76648100e-20	-7.98095476e-21	-1.01655287e-19	9.36743326e-20
1121            	2.98154952e-02	1.49077476e-02	1.49077476e-02	8.71647151e-01	3.11335308e-01	5.60311843e-01	-1.24488267e-01	9.77491389e-21	-9.76757049e-20	-8.02215218e-21	-1.01686781e-19	9.36646288e-20
1122            	2.98107673e-02	1.49053836e-02	1.49053836e-02	8.71489461e-01	3.11316041e-01	5.60173420e-01	-1.24428689e-01	9.77492742e-21	-9.76866292e-20	-8.06088696e-21	-1.01717073e-19	9.36561857e-20
1123            	2.98061206e-02	1.49030603e-02	1.49030603e-02	8.71327059e-01	3.11294388e-01	5.60032671e-01	-1.24369141e-01	9.77488889e-21	-9.76973390e-20	-8.09822116e-21	-1.01746450e-19	9.36482284e-20
1124            	2.98015710e-02	1.49007855e-02	1.49007855e-02	8.71158108e-01	3.11270135e-01	5.59887973e-01	-1.24308919e-01	9.77484455e-21	-9.77083156e-20	-8.13426534e-21	-1.01775448e-19	9.36411829e-20
1125            	2.97974527e-02	1.48987263e-02	1.48987263e-02	8.70986175e-01	3.11243157e-01	5.59743018e-01	-1.24249931e-01	9.77471076e-21	-9.77184466e-20	-8.16670535e-21	-1.01801799e-19	9.36350939e-20
1126            	2.97932887e-02	1.48966444e-02	1.48966444e-02	8.70807726e-01	3.11213566e-01	5.59594160e-01	-1.24190297e-01	9.77458052e-21	-9.77287147e-20	-8.19822852e-21	-1.01827829e-19	9.36296004e-20
1127            	2.97896090e-02	1.48948045e-02	1.48948045e-02	8.70624060e-01	3.11180941e-01	5.59443119e-01	-1.24131089e-01	9.77438444e-21	-9.77390075e-20	-8.22740449e-21	-1.01852710e-19	9.36253053e-20
1128            	2.97860716e-02	1.48930358e-02	1.48930358e-02	8.70437605e-01	3.11146108e-01	5.59291497e-01	-1.24072695e-01	9.77413515e-21	-9.77489030e-20	-8.25434469e-21	-1.01876075e-19	9.36217307e-20
1129            	2.97824975e-02	1.48912488e-02	1.48912488e-02	8.70245558e-01	3.11108794e-01	5.59136764e-01	-1.24013985e-01	9.77389798e-21	-9.77585913e-20	-8.27933514e-21	-1.01898259e-19	9.36189237e-20
1130            	2.97795535e-02	1.48897768e-02	1.48897768e-02	8.70049448e-01	3.11068479e-01	5.58980969e-01	-1.23956245e-01	9.77357688e-21	-9.77684349e-20	-8.30186301e-21	-1.01919366e-19	9.36175034e-20
1131            	2.97767990e-02	1.48883995e-02	1.48883995e-02	8.69851910e-01	3.11026171e-01	5.58825739e-01	-1.23899784e-01	9.77319743e-21	-9.77778949e-20	-8.32239909e-21	-1.01939094e-19	9.36166953e-20
1132            	2.97739550e-02	1.48869775e-02	1.48869775e-02	8.69649347e-01	3.10981565e-01	5.58667781e-01	-1.23843108e-01	9.77284634e-21	-9.77872978e-20	-8.34111688e-21	-1.01957856e-19	9.36167393e-20
1133            	2.97717534e-02	1.48858767e-02	1.48858767e-02	8.69443192e-01	3.10934101e-01	5.58509091e-01	-1.23787495e-01	9.77241969e-21	-9.77967029e-20	-8.35717674e-21	-1.01975291e-19	9.36181145e-20
1134            	2.97698312e-02	1.48849156e-02	1.48849156e-02	8.69237188e-01	3.10884783e-01	5.58352405e-01	-1.23733811e-01	9.77192108e-21	-9.78055227e-20	-8.37079549e-21	-1.01990920e-19	9.36201249e-20
1135            	2.97677462e-02	1.48838731e-02	1.48838731e-02	8.69025349e-01	3.10833251e-01	5.58192098e-01	-1.23679423e-01	9.77147863e-21	-9.78146877e-20	-8.38347245e-21	-1.02006424e-19	9.36229515e-20
1136            	2.97664725e-02	1.48832363e-02	1.48832363e-02	8.68815462e-01	3.10779604e-01	5.58035858e-01	-1.23628127e-01	9.77090146e-21	-9.78228736e-20	-8.39152535e-21	-1.02018636e-19	9.36271109e-20
1137            	2.97650244e-02	1.48825122e-02	1.48825122e-02	8.68600837e-01	3.10723875e-01	5.57876962e-01	-1.23576544e-01	9.77038599e-21	-9.78310660e-20	-8.39860022e-21	-1.02030366e-19	9.36317659e-20
1138            	2.97640198e-02	1.48820099e-02	1.48820099e-02	8.68385563e-01	3.10666059e-01	5.57719504e-01	-1.23526723e-01	9.76979333e-21	-9.78388161e-20	-8.40280755e-21	-1.02040220e-19	9.36374124e-20
1139            	2.97632295e-02	1.48816147e-02	1.48816147e-02	8.68168599e-01	3.10606282e-01	5.57562317e-01	-1.23478017e-01	9.76918573e-21	-9.78464861e-20	-8.40504805e-21	-1.02049010e-19	9.36439621e-20
1140            	2.97626895e-02	1.48813447e-02	1.48813447e-02	8.67950625e-01	3.10544591e-01	5.57406034e-01	-1.23430722e-01	9.76854606e-21	-9.78535992e-20	-8.40442049e-21	-1.02055809e-19	9.36513889e-20
1141            	2.97623737e-02	1.48811869e-02	1.48811869e-02	8.67731863e-01	3.10481107e-01	5.57250756e-01	-1.23384824e-01	9.76788347e-21	-9.78605583e-20	-8.40168844e-21	-1.02061403e-19	9.36597141e-20
1142            	2.97623221e-02	1.48811611e-02	1.48811611e-02	8.67512913e-01	3.10415981e-01	5.57096932e-01	-1.23340475e-01	9.76719124e-21	-9.78674694e-20	-8.39700788e-21	-1.02065973e-19	9.36689655e-20
1143            	2.97625868e-02	1.48812934e-02	1.48812934e-02	8.67294346e-01	3.10349254e-01	5.56945092e-01	-1.23297919e-01	9.76646724e-21	-9.78740144e-20	-8.38985330e-21	-1.02068941e-19	9.36790877e-20
1144            	2.97631186e-02	1.48815593e-02	1.48815593e-02	8.67076203e-01	3.10281060e-01	5.56795144e-01	-1.23257042e-01	9.76571906e-21	-9.78802219e-20	-8.38034930e-21	-1.02070397e-19	9.36900473e-20
1145            	2.97639059e-02	1.48819529e-02	1.48819529e-02	8.66858768e-01	3.10211532e-01	5.56647236e-01	-1.23217852e-01	9.76495038e-21	-9.78862266e-20	-8.36878205e-21	-1.02070618e-19	9.37018356e-20
1146            	2.97648721e-02	1.48824361e-02	1.48824361e-02	8.66641808e-01	3.10140691e-01	5.56501117e-01	-1.23180213e-01	9.76417126e-21	-9.78917626e-20	-8.35479788e-21	-1.02069162e-19	9.37143637e-20
1147            	2.97661620e-02	1.48830810e-02	1.48830810e-02	8.66426413e-01	3.10068647e-01	5.56357766e-01	-1.23144559e-01	9.76336184e-21	-9.78969892e-20	-8.33851981e-21	-1.02066249e-19	9.37277293e-20
1148            	2.97676966e-02	1.48838483e-02	1.48838483e-02	8.66212641e-01	3.09995568e-01	5.56217073e-01	-1.23110753e-01	9.76253659e-21	-9.79017988e-20	-8.31988136e-21	-1.02061739e-19	9.37418581e-20
1149            	2.97694565e-02	1.48847282e-02	1.48847282e-02	8.66000727e-01	3.09921564e-01	5.56079163e-01	-1.23078800e-01	9.76170104e-21	-9.79061693e-20	-8.29891737e-21	-1.02055628e-19	9.37567106e-20
1150            	2.97713473e-02	1.48856736e-02	1.48856736e-02	8.65790303e-01	3.09846711e-01	5.55943593e-01	-1.23048441e-01	9.76086321e-21	-9.79101808e-20	-8.27584431e-21	-1.02048103e-19	9.37722586e-20
1151            	2.97734373e-02	1.48867186e-02	1.48867186e-02	8.65582008e-01	3.09771057e-01	5.55810950e-01	-1.23019946e-01	9.76001276e-21	-9.79138344e-20	-8.25065409e-21	-1.02039161e-19	9.37885073e-20
1152            	2.97757501e-02	1.48878750e-02	1.48878750e-02	8.65376454e-01	3.09694776e-01	5.55681678e-01	-1.22993451e-01	9.75914688e-21	-9.79171664e-20	-8.22341429e-21	-1.02028874e-19	9.38054593e-20
1153            	2.97782049e-02	1.48891024e-02	1.48891024e-02	8.65173516e-01	3.09617886e-01	5.55555630e-01	-1.22968872e-01	9.75828201e-21	-9.79200999e-20	-8.19417462e-21	-1.02017187e-19	9.38230126e-20
1154            	2.97808983e-02	1.48904492e-02	1.48904492e-02	8.64974222e-01	3.09540664e-01	5.55433558e-01	-1.22946447e-01	9.75740125e-21	-9.79229704e-20	-8.16338587e-21	-1.02004663e-19	9.38412775e-20
1155            	2.97837828e-02	1.48918914e-02	1.48918914e-02	8.64778338e-01	3.09462958e-01	5.55315380e-01	-1.22926211e-01	9.75652234e-21	-9.79252660e-20	-8.13038851e-21	-1.01990460e-19	9.38600717e-20
1156            	2.97868817e-02	1.48934408e-02	1.48934408e-02	8.64586806e-01	3.09385171e-01	5.55201635e-01	-1.22908232e-01	9.75563643e-21	-9.79274263e-20	-8.09586884e-21	-1.01975361e-19	9.38794919e-20
1157            	2.97901497e-02	1.48950749e-02	1.48950749e-02	8.64399615e-01	3.09307352e-01	5.55092263e-01	-1.22892456e-01	9.75475966e-21	-9.79291038e-20	-8.05941496e-21	-1.01958811e-19	9.38993963e-20
1158            	2.97935054e-02	1.48967527e-02	1.48967527e-02	8.64216683e-01	3.09229659e-01	5.54987024e-01	-1.22878683e-01	9.75389653e-21	-9.79304550e-20	-8.02141134e-21	-1.01941161e-19	9.39197493e-20
1159            	2.97970451e-02	1.48985226e-02	1.48985226e-02	8.64039042e-01	3.09152234e-01	5.54886808e-01	-1.22867287e-01	9.75303789e-21	-9.79314390e-20	-7.98174107e-21	-1.01922310e-19	9.39405685e-20
1160            	2.98004780e-02	1.49002390e-02	1.49002390e-02	8.63864221e-01	3.09075154e-01	5.54789067e-01	-1.22856957e-01	9.75219799e-21	-9.79320709e-20	-7.94124586e-21	-1.01902694e-19	9.39614480e-20
1161            	2.98045585e-02	1.49022793e-02	1.49022793e-02	8.63698857e-01	3.08998716e-01	5.54700142e-01	-1.22850713e-01	9.75131418e-21	-9.79319193e-20	-7.89719817e-21	-1.01880518e-19	9.39833202e-20
1162            	2.98080772e-02	1.49040386e-02	1.49040386e-02	8.63534973e-01	3.08922847e-01	5.54612126e-01	-1.22844639e-01	9.75054785e-21	-9.79319227e-20	-7.85356045e-21	-1.01858703e-19	9.40051425e-20
1163            	2.98120670e-02	1.49060335e-02	1.49060335e-02	8.63377930e-01	3.08847945e-01	5.54529985e-01	-1.22841020e-01	9.74971929e-21	-9.79311358e-20	-7.80809386e-21	-1.01835183e-19	9.40270888e-20
1164            	2.98165002e-02	1.49082501e-02	1.49082501e-02	8.63230801e-01	3.08773854e-01	5.54456947e-01	-1.22841547e-01	9.74886794e-21	-9.79294979e-20	-7.75971519e-21	-1.01809356e-19	9.40496403e-20
1165            	2.98199924e-02	1.49099962e-02	1.49099962e-02	8.63084342e-01	3.08700677e-01	5.54383665e-01	-1.22841494e-01	9.74815168e-21	-9.79285925e-20	-7.71374431e-21	-1.01785465e-19	9.40717204e-20
1166            	2.98248374e-02	1.49124187e-02	1.49124187e-02	8.62950902e-01	3.08628615e-01	5.54322288e-01	-1.22846837e-01	9.74729950e-21	-9.79263494e-20	-7.66259789e-21	-1.01757648e-19	9.40950504e-20
1167            	2.98290478e-02	1.49145239e-02	1.49145239e-02	8.62820479e-01	3.08557671e-01	5.54262807e-01	-1.22852568e-01	9.74658448e-21	-9.79245162e-20	-7.61323369e-21	-1.01731133e-19	9.41178993e-20
1168            	2.98333399e-02	1.49166699e-02	1.49166699e-02	8.62696944e-01	3.08488168e-01	5.54208776e-01	-1.22860304e-01	9.74584629e-21	-9.79221126e-20	-7.56321026e-21	-1.01703718e-19	9.41405075e-20
1169            	2.98382674e-02	1.49191337e-02	1.49191337e-02	8.62584211e-01	3.08419994e-01	5.54164218e-01	-1.22872112e-01	9.74508649e-21	-9.79189694e-20	-7.51020197e-21	-1.01674070e-19	9.41638684e-20
1170            	2.98425582e-02	1.49212791e-02	1.49212791e-02	8.62475119e-01	3.08353495e-01	5.54121624e-01	-1.22884064e-01	9.74445513e-21	-9.79163362e-20	-7.45886971e-21	-1.01645771e-19	9.41869013e-20
1171            	2.98471261e-02	1.49235630e-02	1.49235630e-02	8.62373799e-01	3.08288777e-01	5.54085022e-01	-1.22898122e-01	9.74378907e-21	-9.79126967e-20	-7.40630302e-21	-1.01615848e-19	9.42095451e-20
1172            	2.98522179e-02	1.49261090e-02	1.49261090e-02	8.62283601e-01	3.08225554e-01	5.54058047e-01	-1.22916246e-01	9.74310658e-21	-9.79084227e-20	-7.35145605e-21	-1.01584151e-19	9.42326947e-20
1173            	2.98562633e-02	1.49281316e-02	1.49281316e-02	8.62195660e-01	3.08164175e-01	5.54031485e-01	-1.22933655e-01	9.74256801e-21	-9.79047576e-20	-7.29952792e-21	-1.01554522e-19	9.42549936e-20
1174            	2.98614258e-02	1.49307129e-02	1.49307129e-02	8.62119835e-01	3.08104435e-01	5.54015401e-01	-1.22955483e-01	9.74194430e-21	-9.78996717e-20	-7.24298707e-21	-1.01521165e-19	9.42781782e-20
1175            	2.98657359e-02	1.49328680e-02	1.49328680e-02	8.62047825e-01	3.08046831e-01	5.54000994e-01	-1.22977081e-01	9.74143579e-21	-9.78950018e-20	-7.18967645e-21	-1.01489840e-19	9.43001635e-20
1176            	2.98707380e-02	1.49353690e-02	1.49353690e-02	8.61986726e-01	3.07990969e-01	5.53995757e-01	-1.23002394e-01	9.74088494e-21	-9.78894438e-20	-7.13305330e-21	-1.01455970e-19	9.43229172e-20
1177            	2.98750103e-02	1.49375051e-02	1.49375051e-02	8.61930303e-01	3.07937374e-01	5.53992929e-01	-1.23027777e-01	9.74042609e-21	-9.78844016e-20	-7.07950516e-21	-1.01424154e-19	9.43446490e-20
1178            	2.98799960e-02	1.49399980e-02	1.49399980e-02	8.61884497e-01	3.07885536e-01	5.53998961e-01	-1.23056712e-01	9.73992880e-21	-9.78785055e-20	-7.02286910e-21	-1.01389940e-19	9.43670709e-20
1179            	2.98840393e-02	1.49420197e-02	1.49420197e-02	8.61842675e-01	3.07836121e-01	5.54006554e-01	-1.23085216e-01	9.73953957e-21	-9.78732626e-20	-6.96999235e-21	-1.01358259e-19	9.43882664e-20
1180            	2.98889550e-02	1.49444775e-02	1.49444775e-02	8.61812483e-01	3.07788718e-01	5.54023765e-01	-1.23117524e-01	9.73910476e-21	-9.78671973e-20	-6.91392399e-21	-1.01324159e-19	9.44102353e-20
1181            	2.98929982e-02	1.49464991e-02	1.49464991e-02	8.61786694e-01	3.07743766e-01	5.54042928e-01	-1.23149581e-01	9.73877622e-21	-9.78614954e-20	-6.86128711e-21	-1.01292139e-19	9.44308518e-20
1182            	2.98976678e-02	1.49488339e-02	1.49488339e-02	8.61771133e-01	3.07700886e-01	5.54070246e-01	-1.23184680e-01	9.73843338e-21	-9.78550550e-20	-6.80610506e-21	-1.01258108e-19	9.44520025e-20
1183            	2.99015529e-02	1.49507765e-02	1.49507765e-02	8.61760670e-01	3.07660637e-01	5.54100033e-01	-1.23219698e-01	9.73817655e-21	-9.78490597e-20	-6.75439940e-21	-1.01226259e-19	9.44718600e-20
1184            	2.99060997e-02	1.49530499e-02	1.49530499e-02	8.61760560e-01	3.07622575e-01	5.54137985e-01	-1.23257705e-01	9.73790817e-21	-9.78422090e-20	-6.69999683e-21	-1.01192207e-19	9.44922106e-20
1185            	2.99097538e-02	1.49548769e-02	1.49548769e-02	8.61764891e-01	3.07587257e-01	5.54177635e-01	-1.23295189e-01	9.73773438e-21	-9.78357729e-20	-6.64928059e-21	-1.01160413e-19	9.45111326e-20
1186            	2.99140325e-02	1.49570163e-02	1.49570163e-02	8.61779425e-01	3.07554201e-01	5.54225224e-01	-1.23335511e-01	9.73755239e-21	-9.78285676e-20	-6.59616959e-21	-1.01126652e-19	9.45304828e-20
1187            	2.99175118e-02	1.49587559e-02	1.49587559e-02	8.61798848e-01	3.07523932e-01	5.54274915e-01	-1.23375492e-01	9.73744820e-21	-9.78216516e-20	-6.54650054e-21	-1.01094902e-19	9.45484013e-20
1188            	2.99214556e-02	1.49607278e-02	1.49607278e-02	8.61827377e-01	3.07495954e-01	5.54331423e-01	-1.23417734e-01	9.73735380e-21	-9.78141972e-20	-6.49510098e-21	-1.01061748e-19	9.45666467e-20
1189            	2.99247303e-02	1.49623651e-02	1.49623651e-02	8.61861276e-01	3.07470840e-01	5.54390436e-01	-1.23459798e-01	9.73731767e-21	-9.78070694e-20	-6.44712658e-21	-1.01030633e-19	9.45835061e-20
1190            	2.99284466e-02	1.49642233e-02	1.49642233e-02	8.61904043e-01	3.07448017e-01	5.54456026e-01	-1.23504005e-01	9.73729330e-21	-9.77996365e-20	-6.39795877e-21	-1.00998616e-19	9.46006571e-20
1191            	2.99315245e-02	1.49657623e-02	1.49657623e-02	8.61952436e-01	3.07428167e-01	5.54524269e-01	-1.23548051e-01	9.73732501e-21	-9.77923620e-20	-6.35199559e-21	-1.00968360e-19	9.46163642e-20
1192            	2.99349951e-02	1.49674976e-02	1.49674976e-02	8.62009035e-01	3.07410591e-01	5.54598445e-01	-1.23593927e-01	9.73738032e-21	-9.77848770e-20	-6.30519933e-21	-1.00937477e-19	9.46322773e-20
1193            	2.99378580e-02	1.49689290e-02	1.49689290e-02	8.62071169e-01	3.07395937e-01	5.54675232e-01	-1.23639647e-01	9.73748167e-21	-9.77774226e-20	-6.26141928e-21	-1.00908132e-19	9.46467130e-20
1194            	2.99410257e-02	1.49705129e-02	1.49705129e-02	8.62141091e-01	3.07383763e-01	5.54757328e-01	-1.23686783e-01	9.73762231e-21	-9.77697389e-20	-6.21696246e-21	-1.00878220e-19	9.46612577e-20
1195            	2.99436249e-02	1.49718125e-02	1.49718125e-02	8.62216311e-01	3.07374437e-01	5.54841874e-01	-1.23733718e-01	9.73780117e-21	-9.77620791e-20	-6.17551825e-21	-1.00849838e-19	9.46743199e-20
1196            	2.99464696e-02	1.49732348e-02	1.49732348e-02	8.62298621e-01	3.07367547e-01	5.54931074e-01	-1.23781764e-01	9.73802021e-21	-9.77542934e-20	-6.13375834e-21	-1.00821173e-19	9.46874142e-20
1197            	2.99487824e-02	1.49743912e-02	1.49743912e-02	8.62386433e-01	3.07363546e-01	5.55022886e-01	-1.23829670e-01	9.73826717e-21	-9.77463915e-20	-6.09474066e-21	-1.00793762e-19	9.46990212e-20
1198            	2.99512471e-02	1.49756236e-02	1.49756236e-02	8.62480372e-01	3.07361972e-01	5.55118400e-01	-1.23878214e-01	9.73856875e-21	-9.77383984e-20	-6.05566648e-21	-1.00766232e-19	9.47105652e-20
1199            	2.99534221e-02	1.49767110e-02	1.49767110e-02	8.62579446e-01	3.07363130e-01	5.55216317e-01	-1.23926594e-01	9.73890882e-21	-9.77306459e-20	-6.01891507e-21	-1.00740103e-19	9.47211884e-20
1200            	2.99553322e-02	1.49776661e-02	1.49776661e-02	8.62685975e-01	3.07367564e-01	5.55318410e-01	-1.23975423e-01	9.73925409e-21	-9.77225559e-20	-5.98404087e-21	-1.00714576e-19	9.47305354e-20
1201            	2.99572024e-02	1.49786012e-02	1.49786012e-02	8.62795864e-01	3.07373872e-01	5.55421992e-01	-1.24024060e-01	9.73966271e-21	-9.77147362e-20	-5.95018091e-21	-1.00689827e-19	9.47396457e-20
1202            	2.99586889e-02	1.49793444e-02	1.49793444e-02	8.62910542e-01	3.07382822e-01	5.55527721e-01	-1.24072449e-01	9.74007272e-21	-9.77069877e-20	-5.91889422e-21	-1.00666435e-19	9.47475406e-20
1203            	2.99603754e-02	1.49801877e-02	1.49801877e-02	8.63030743e-01	3.07394120e-01	5.55636623e-01	-1.24121252e-01	9.74053179e-21	-9.76995331e-20	-5.88846496e-21	-1.00643766e-19	9.47553007e-20
1204            	2.99618086e-02	1.49809043e-02	1.49809043e-02	8.63155492e-01	3.07407993e-01	5.55747499e-01	-1.24169753e-01	9.74101738e-21	-9.76923743e-20	-5.86060477e-21	-1.00622677e-19	9.47620719e-20
1205            	2.99629994e-02	1.49814997e-02	1.49814997e-02	8.63286319e-01	3.07424731e-01	5.55861588e-01	-1.24218428e-01	9.74150213e-21	-9.76848234e-20	-5.83451837e-21	-1.00602083e-19	9.47675642e-20
1206            	2.99640667e-02	1.49820333e-02	1.49820333e-02	8.63418813e-01	3.07443318e-01	5.55975495e-01	-1.24266089e-01	9.74207082e-21	-9.76775508e-20	-5.80968057e-21	-1.00582391e-19	9.47727106e-20
1207            	2.99649891e-02	1.49824946e-02	1.49824946e-02	8.63555618e-01	3.07464352e-01	5.56091266e-01	-1.24313457e-01	9.74264525e-21	-9.76705837e-20	-5.78710783e-21	-1.00564138e-19	9.47770298e-20
1208            	2.99657627e-02	1.49828813e-02	1.49828813e-02	8.63699009e-01	3.07488321e-01	5.56210688e-01	-1.24361184e-01	9.74321049e-21	-9.76633323e-20	-5.76642084e-21	-1.00546543e-19	9.47801219e-20
1209            	2.99662743e-02	1.49831371e-02	1.49831371e-02	8.63842127e-01	3.07513863e-01	5.56328264e-01	-1.24407200e-01	9.74387023e-21	-9.76563021e-20	-5.74722963e-21	-1.00529917e-19	9.47826872e-20
1210            	2.99665798e-02	1.49832899e-02	1.49832899e-02	8.63989394e-01	3.07541727e-01	5.56447667e-01	-1.24452970e-01	9.74449519e-21	-9.76493358e-20	-5.73026133e-21	-1.00514466e-19	9.47842052e-20
1211            	2.99667830e-02	1.49833915e-02	1.49833915e-02	8.64138800e-01	3.07571644e-01	5.56567156e-01	-1.24497756e-01	9.74520903e-21	-9.76424524e-20	-5.71445799e-21	-1.00499681e-19	9.47852234e-20
1212            	2.99668899e-02	1.49834450e-02	1.49834450e-02	8.64291488e-01	3.07603754e-01	5.56687733e-01	-1.24541990e-01	9.74591430e-21	-9.76358386e-20	-5.70097290e-21	-1.00486325e-19	9.47853521e-20
1213            	2.99667731e-02	1.49833865e-02	1.49833865e-02	8.64448053e-01	3.07638219e-01	5.56809834e-01	-1.24585807e-01	9.74660698e-21	-9.76291451e-20	-5.68959775e-21	-1.00473944e-19	9.47843463e-20
1214            	2.99664696e-02	1.49832348e-02	1.49832348e-02	8.64603893e-01	3.07674146e-01	5.56929747e-01	-1.24627801e-01	9.74737741e-21	-9.76229691e-20	-5.68013294e-21	-1.00463036e-19	9.47829026e-20
1215            	2.99660697e-02	1.49830348e-02	1.49830348e-02	8.64762283e-01	3.07712048e-01	5.57050235e-01	-1.24669093e-01	9.74813186e-21	-9.76170439e-20	-5.67272717e-21	-1.00453408e-19	9.47806804e-20
1216            	2.99656205e-02	1.49828102e-02	1.49828102e-02	8.64925141e-01	3.07752139e-01	5.57173002e-01	-1.24710431e-01	9.74886295e-21	-9.76108323e-20	-5.66692667e-21	-1.00444296e-19	9.47773690e-20
1217            	2.99648259e-02	1.49824129e-02	1.49824129e-02	8.65084629e-01	3.07793340e-01	5.57291289e-01	-1.24748974e-01	9.74969191e-21	-9.76050110e-20	-5.66315113e-21	-1.00436587e-19	9.47734354e-20
1218            	2.99640090e-02	1.49820045e-02	1.49820045e-02	8.65245931e-01	3.07836245e-01	5.57409687e-01	-1.24786721e-01	9.75049138e-21	-9.75995690e-20	-5.66141553e-21	-1.00430277e-19	9.47688612e-20
1219            	2.99631626e-02	1.49815813e-02	1.49815813e-02	8.65410973e-01	3.07881041e-01	5.57529931e-01	-1.24824445e-01	9.75126734e-21	-9.75936009e-20	-5.66071093e-21	-1.00423956e-19	9.47632455e-20
1220            	2.99618860e-02	1.49809430e-02	1.49809430e-02	8.65571218e-01	3.07926671e-01	5.57644547e-01	-1.24858938e-01	9.75213954e-21	-9.75881330e-20	-5.66234898e-21	-1.00419307e-19	9.47569585e-20
1221            	2.99606280e-02	1.49803140e-02	1.49803140e-02	8.65733209e-01	3.07973760e-01	5.57759449e-01	-1.24892844e-01	9.75293124e-21	-9.75828177e-20	-5.66565119e-21	-1.00415643e-19	9.47499921e-20
1222            	2.99591914e-02	1.49795957e-02	1.49795957e-02	8.65893858e-01	3.08021828e-01	5.57872030e-01	-1.24925101e-01	9.75380996e-21	-9.75774385e-20	-5.67015157e-21	-1.00412514e-19	9.47423628e-20
1223            	2.99575638e-02	1.49787819e-02	1.49787819e-02	8.66053817e-01	3.08071161e-01	5.57982656e-01	-1.24955748e-01	9.75466629e-21	-9.75725408e-20	-5.67699013e-21	-1.00411036e-19	9.47340457e-20
1224            	2.99559517e-02	1.49779758e-02	1.49779758e-02	8.66214656e-01	3.08121616e-01	5.58093040e-01	-1.24985712e-01	9.75548492e-21	-9.75674870e-20	-5.68507570e-21	-1.00410025e-19	9.47249491e-20
1225            	2.99540402e-02	1.49770201e-02	1.49770201e-02	8.66370981e-01	3.08172611e-01	5.58198370e-01	-1.25012879e-01	9.75637599e-21	-9.75632176e-20	-5.69567783e-21	-1.00411056e-19	9.47153786e-20
1226            	2.99520936e-02	1.49760468e-02	1.49760468e-02	8.66526479e-01	3.08224475e-01	5.58302004e-01	-1.25038765e-01	9.75721866e-21	-9.75594727e-20	-5.70827470e-21	-1.00413610e-19	9.47053354e-20
1227            	2.99503062e-02	1.49751531e-02	1.49751531e-02	8.66683692e-01	3.08277137e-01	5.58406555e-01	-1.25064709e-01	9.75801675e-21	-9.75552516e-20	-5.72136031e-21	-1.00415932e-19	9.46945714e-20
1228            	2.99481169e-02	1.49740585e-02	1.49740585e-02	8.66834481e-01	3.08330044e-01	5.58504438e-01	-1.25087197e-01	9.75889478e-21	-9.75518151e-20	-5.73720019e-21	-1.00420415e-19	9.46832150e-20
