# Force and moment coefficients
# dragDir       : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# rollAxis      : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# magUInf       : 2.49796991e+02
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e-03
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
1966            	3.16936104e-02	1.58468052e-02	1.58468052e-02	8.95727037e-01	3.15982183e-01	5.79744855e-01	-1.31881336e-01	9.61676005e-21	-9.27826806e-20	3.79422809e-22	-9.25929692e-20	9.29723920e-20
1967            	3.16918751e-02	1.58459376e-02	1.58459376e-02	8.95746750e-01	3.15993146e-01	5.79753604e-01	-1.31880229e-01	9.61700874e-21	-9.27847586e-20	3.69199372e-22	-9.26001589e-20	9.29693582e-20
1968            	3.16901033e-02	1.58450516e-02	1.58450516e-02	8.95765329e-01	3.16004057e-01	5.79761272e-01	-1.31878607e-01	9.61726350e-21	-9.27869171e-20	3.58628108e-22	-9.26076031e-20	9.29662312e-20
1969            	3.16883598e-02	1.58441799e-02	1.58441799e-02	8.95783272e-01	3.16014899e-01	5.79768374e-01	-1.31876737e-01	9.61750817e-21	-9.27891561e-20	3.47777051e-22	-9.26152676e-20	9.29630446e-20
1970            	3.16865765e-02	1.58432882e-02	1.58432882e-02	8.95800404e-01	3.16025769e-01	5.79774635e-01	-1.31874433e-01	9.61775545e-21	-9.27915670e-20	3.36410796e-22	-9.26233616e-20	9.29597724e-20
1971            	3.16847715e-02	1.58423857e-02	1.58423857e-02	8.95816951e-01	3.16036675e-01	5.79780275e-01	-1.31871800e-01	9.61800248e-21	-9.27939071e-20	3.24942484e-22	-9.26314358e-20	9.29563783e-20
1972            	3.16828997e-02	1.58414499e-02	1.58414499e-02	8.95832026e-01	3.16047459e-01	5.79784567e-01	-1.31868554e-01	9.61825843e-21	-9.27961536e-20	3.13440830e-22	-9.26394332e-20	9.29528740e-20
1973            	3.16809741e-02	1.58404871e-02	1.58404871e-02	8.95845804e-01	3.16058132e-01	5.79787672e-01	-1.31864770e-01	9.61851585e-21	-9.27983045e-20	3.01924487e-22	-9.26473422e-20	9.29492667e-20
1974            	3.16789537e-02	1.58394769e-02	1.58394769e-02	8.95858353e-01	3.16068798e-01	5.79789554e-01	-1.31860378e-01	9.61878052e-21	-9.28004338e-20	2.90215275e-22	-9.26553262e-20	9.29455415e-20
1975            	3.16769652e-02	1.58384826e-02	1.58384826e-02	8.95870371e-01	3.16079403e-01	5.79790968e-01	-1.31855782e-01	9.61903242e-21	-9.28026364e-20	2.78302143e-22	-9.26634854e-20	9.29417875e-20
1976            	3.16748942e-02	1.58374471e-02	1.58374471e-02	8.95880592e-01	3.16089788e-01	5.79790804e-01	-1.31850508e-01	9.61929065e-21	-9.28049898e-20	2.66011416e-22	-9.26719841e-20	9.29379955e-20
1977            	3.16727693e-02	1.58363846e-02	1.58363846e-02	8.95889731e-01	3.16100089e-01	5.79789642e-01	-1.31844776e-01	9.61954782e-21	-9.28074080e-20	2.53439827e-22	-9.26806881e-20	9.29341280e-20
1978            	3.16705907e-02	1.58352953e-02	1.58352953e-02	8.95897190e-01	3.16110132e-01	5.79787058e-01	-1.31838463e-01	9.61980848e-21	-9.28098838e-20	2.40694019e-22	-9.26895368e-20	9.29302308e-20
1979            	3.16683543e-02	1.58341771e-02	1.58341771e-02	8.95903511e-01	3.16120069e-01	5.79783442e-01	-1.31831686e-01	9.62006950e-21	-9.28123896e-20	2.27738970e-22	-9.26985201e-20	9.29262591e-20
1980            	3.16660663e-02	1.58330331e-02	1.58330331e-02	8.95908387e-01	3.16129781e-01	5.79778606e-01	-1.31824413e-01	9.62032994e-21	-9.28149994e-20	2.14543844e-22	-9.27077274e-20	9.29222713e-20
1981            	3.16637501e-02	1.58318750e-02	1.58318750e-02	8.95911869e-01	3.16139236e-01	5.79772633e-01	-1.31816699e-01	9.62058378e-21	-9.28177678e-20	2.01062032e-22	-9.27172368e-20	9.29182988e-20
1982            	3.16614170e-02	1.58307085e-02	1.58307085e-02	8.95913701e-01	3.16148322e-01	5.79765379e-01	-1.31808529e-01	9.62082972e-21	-9.28207526e-20	1.87249130e-22	-9.27271280e-20	9.29143771e-20
1983            	3.16590938e-02	1.58295469e-02	1.58295469e-02	8.95914642e-01	3.16157188e-01	5.79757454e-01	-1.31800133e-01	9.62106088e-21	-9.28240006e-20	1.72989563e-22	-9.27375058e-20	9.29104954e-20
1984            	3.16567964e-02	1.58283982e-02	1.58283982e-02	8.95914402e-01	3.16165708e-01	5.79748694e-01	-1.31791493e-01	9.62128212e-21	-9.28274479e-20	1.58460943e-22	-9.27482174e-20	9.29066784e-20
1985            	3.16545287e-02	1.58272643e-02	1.58272643e-02	8.95913156e-01	3.16173928e-01	5.79739228e-01	-1.31782650e-01	9.62149354e-21	-9.28310301e-20	1.43723934e-22	-9.27591681e-20	9.29028921e-20
1986            	3.16522694e-02	1.58261347e-02	1.58261347e-02	8.95910267e-01	3.16181689e-01	5.79728579e-01	-1.31773445e-01	9.62170300e-21	-9.28346132e-20	1.29046815e-22	-9.27700898e-20	9.28991366e-20
1987            	3.16499633e-02	1.58249816e-02	1.58249816e-02	8.95906139e-01	3.16189222e-01	5.79716918e-01	-1.31763848e-01	9.62191433e-21	-9.28381399e-20	1.14377630e-22	-9.27809511e-20	9.28953287e-20
1988            	3.16476841e-02	1.58238421e-02	1.58238421e-02	8.95900469e-01	3.16196256e-01	5.79704213e-01	-1.31753979e-01	9.62211961e-21	-9.28415466e-20	1.00035911e-22	-9.27915287e-20	9.28915646e-20
1989            	3.16453993e-02	1.58226996e-02	1.58226996e-02	8.95893273e-01	3.16202887e-01	5.79690386e-01	-1.31743749e-01	9.62231955e-21	-9.28450435e-20	8.55976476e-23	-9.28022447e-20	9.28878423e-20
1990            	3.16430705e-02	1.58215352e-02	1.58215352e-02	8.95884801e-01	3.16209257e-01	5.79675544e-01	-1.31733144e-01	9.62251774e-21	-9.28486070e-20	7.10438082e-23	-9.28130850e-20	9.28841289e-20
1991            	3.16407845e-02	1.58203922e-02	1.58203922e-02	8.95875053e-01	3.16215152e-01	5.79659901e-01	-1.31722375e-01	9.62270424e-21	-9.28521501e-20	5.66975931e-23	-9.28238014e-20	9.28804989e-20
1992            	3.16385063e-02	1.58192531e-02	1.58192531e-02	8.95863605e-01	3.16220535e-01	5.79643069e-01	-1.31711267e-01	9.62288517e-21	-9.28558326e-20	4.22565858e-23	-9.28347043e-20	9.28769609e-20
1993            	3.16362009e-02	1.58181005e-02	1.58181005e-02	8.95850868e-01	3.16225603e-01	5.79625265e-01	-1.31699831e-01	9.62306129e-21	-9.28596183e-20	2.76906940e-23	-9.28457730e-20	9.28734637e-20
1994            	3.16339342e-02	1.58169671e-02	1.58169671e-02	8.95836694e-01	3.16230137e-01	5.79606558e-01	-1.31688211e-01	9.62322969e-21	-9.28633148e-20	1.34717775e-23	-9.28565789e-20	9.28700507e-20
1995            	3.16316707e-02	1.58158354e-02	1.58158354e-02	8.95821168e-01	3.16234264e-01	5.79586904e-01	-1.31676320e-01	9.62339208e-21	-9.28671570e-20	-8.78356323e-25	-9.28675962e-20	9.28667178e-20
1996            	3.16294445e-02	1.58147223e-02	1.58147223e-02	8.95804474e-01	3.16237931e-01	5.79566543e-01	-1.31664306e-01	9.62354251e-21	-9.28711744e-20	-1.53106837e-23	-9.28788297e-20	9.28635190e-20
1997            	3.16272330e-02	1.58136165e-02	1.58136165e-02	8.95786281e-01	3.16241055e-01	5.79545226e-01	-1.31652086e-01	9.62368824e-21	-9.28751580e-20	-2.95123080e-23	-9.28899141e-20	9.28604018e-20
1998            	3.16250123e-02	1.58125061e-02	1.58125061e-02	8.95766612e-01	3.16243761e-01	5.79522851e-01	-1.31639545e-01	9.62383506e-21	-9.28791495e-20	-4.36187417e-23	-9.29009589e-20	9.28573402e-20
1999            	3.16227378e-02	1.58113689e-02	1.58113689e-02	8.95745323e-01	3.16246066e-01	5.79499257e-01	-1.31626595e-01	9.62398794e-21	-9.28830423e-20	-5.74654664e-23	-9.29117751e-20	9.28543096e-20
2000            	3.16204785e-02	1.58102392e-02	1.58102392e-02	8.95722621e-01	3.16247875e-01	5.79474746e-01	-1.31613435e-01	9.62413439e-21	-9.28868270e-20	-7.09257074e-23	-9.29222899e-20	9.28513642e-20
2001            	3.16181927e-02	1.58090963e-02	1.58090963e-02	8.95698262e-01	3.16249198e-01	5.79449064e-01	-1.31599933e-01	9.62427961e-21	-9.28906357e-20	-8.42501098e-23	-9.29327608e-20	9.28485107e-20
2002            	3.16158806e-02	1.58079403e-02	1.58079403e-02	8.95672377e-01	3.16250084e-01	5.79422293e-01	-1.31586104e-01	9.62442037e-21	-9.28944348e-20	-9.73601174e-23	-9.29431148e-20	9.28457547e-20
2003            	3.16135438e-02	1.58067719e-02	1.58067719e-02	8.95645066e-01	3.16250551e-01	5.79394515e-01	-1.31571982e-01	9.62455636e-21	-9.28982291e-20	-1.10260332e-22	-9.29533593e-20	9.28430990e-20
2004            	3.16111727e-02	1.58055864e-02	1.58055864e-02	8.95616220e-01	3.16250539e-01	5.79365681e-01	-1.31557571e-01	9.62468979e-21	-9.29019688e-20	-1.22847177e-22	-9.29633924e-20	9.28405452e-20
2005            	3.16087788e-02	1.58043894e-02	1.58043894e-02	8.95585939e-01	3.16250098e-01	5.79335841e-01	-1.31542871e-01	9.62481919e-21	-9.29056679e-20	-1.35144010e-22	-9.29732399e-20	9.28380959e-20
2006            	3.16063201e-02	1.58031600e-02	1.58031600e-02	8.95554106e-01	3.16249231e-01	5.79304875e-01	-1.31527822e-01	9.62494825e-21	-9.29093986e-20	-1.47288334e-22	-9.29830427e-20	9.28357544e-20
2007            	3.16039228e-02	1.58019614e-02	1.58019614e-02	8.95521283e-01	3.16247820e-01	5.79273462e-01	-1.31512821e-01	9.62505929e-21	-9.29131734e-20	-1.59154137e-22	-9.29927505e-20	9.28335963e-20
2008            	3.16015410e-02	1.58007705e-02	1.58007705e-02	8.95487146e-01	3.16245898e-01	5.79241248e-01	-1.31497675e-01	9.62516195e-21	-9.29171768e-20	-1.71121048e-22	-9.30027373e-20	9.28316163e-20
2009            	3.15992170e-02	1.57996085e-02	1.57996085e-02	8.95452034e-01	3.16243480e-01	5.79208554e-01	-1.31482537e-01	9.62524856e-21	-9.29214139e-20	-1.83142033e-22	-9.30129849e-20	9.28298429e-20
2010            	3.15969442e-02	1.57984721e-02	1.57984721e-02	8.95415983e-01	3.16240529e-01	5.79175453e-01	-1.31467462e-01	9.62532486e-21	-9.29258086e-20	-1.95119655e-22	-9.30233685e-20	9.28282488e-20
2011            	3.15947456e-02	1.57973728e-02	1.57973728e-02	8.95379074e-01	3.16237052e-01	5.79142022e-01	-1.31452485e-01	9.62538940e-21	-9.29303492e-20	-2.07018310e-22	-9.30338583e-20	9.28268400e-20
2012            	3.15925936e-02	1.57962968e-02	1.57962968e-02	8.95341209e-01	3.16233069e-01	5.79108140e-01	-1.31437535e-01	9.62545019e-21	-9.29349059e-20	-2.18677501e-22	-9.30442446e-20	9.28255671e-20
2013            	3.15904741e-02	1.57952370e-02	1.57952370e-02	8.95302394e-01	3.16228611e-01	5.79073783e-01	-1.31422586e-01	9.62550934e-21	-9.29393780e-20	-2.29935221e-22	-9.30543456e-20	9.28244104e-20
2014            	3.15884928e-02	1.57942464e-02	1.57942464e-02	8.95263187e-01	3.16223609e-01	5.79039578e-01	-1.31407985e-01	9.62555013e-21	-9.29439190e-20	-2.40928003e-22	-9.30643830e-20	9.28234550e-20
2015            	3.15864572e-02	1.57932286e-02	1.57932286e-02	8.95222683e-01	3.16218174e-01	5.79004508e-01	-1.31393167e-01	9.62559719e-21	-9.29485925e-20	-2.51943389e-22	-9.30745642e-20	9.28226208e-20
2016            	3.15844785e-02	1.57922393e-02	1.57922393e-02	8.95181435e-01	3.16212261e-01	5.78969174e-01	-1.31378456e-01	9.62563493e-21	-9.29532489e-20	-2.62595563e-22	-9.30845467e-20	9.28219511e-20
2017            	3.15825568e-02	1.57912784e-02	1.57912784e-02	8.95139478e-01	3.16205873e-01	5.78933604e-01	-1.31363865e-01	9.62566566e-21	-9.29579700e-20	-2.73055282e-22	-9.30944976e-20	9.28214423e-20
2018            	3.15806905e-02	1.57903453e-02	1.57903453e-02	8.95096836e-01	3.16199021e-01	5.78897815e-01	-1.31349397e-01	9.62568818e-21	-9.29627883e-20	-2.83359511e-22	-9.31044680e-20	9.28211085e-20
2019            	3.15789303e-02	1.57894652e-02	1.57894652e-02	8.95053903e-01	3.16191707e-01	5.78862196e-01	-1.31335244e-01	9.62569950e-21	-9.29675273e-20	-2.93189493e-22	-9.31141221e-20	9.28209326e-20
2020            	3.15771361e-02	1.57885681e-02	1.57885681e-02	8.95009753e-01	3.16183977e-01	5.78825776e-01	-1.31320899e-01	9.62571787e-21	-9.29723105e-20	-3.02864684e-22	-9.31237428e-20	9.28208781e-20
2021            	3.15753892e-02	1.57876946e-02	1.57876946e-02	8.94965130e-01	3.16175841e-01	5.78789289e-01	-1.31306724e-01	9.62572649e-21	-9.29770019e-20	-3.12049868e-22	-9.31330269e-20	9.28209770e-20
2022            	3.15736769e-02	1.57868384e-02	1.57868384e-02	8.94919933e-01	3.16167302e-01	5.78752630e-01	-1.31292664e-01	9.62573217e-21	-9.29816469e-20	-3.20853058e-22	-9.31420734e-20	9.28212204e-20
2023            	3.15720459e-02	1.57860230e-02	1.57860230e-02	8.94874598e-01	3.16158383e-01	5.78716215e-01	-1.31278916e-01	9.62573175e-21	-9.29860430e-20	-3.28929702e-22	-9.31505079e-20	9.28215782e-20
2024            	3.15702529e-02	1.57851265e-02	1.57851265e-02	8.94827592e-01	3.16149131e-01	5.78678461e-01	-1.31264665e-01	9.62575388e-21	-9.29904076e-20	-3.36827303e-22	-9.31588213e-20	9.28219940e-20
2025            	3.15686007e-02	1.57843003e-02	1.57843003e-02	8.94781016e-01	3.16139546e-01	5.78641470e-01	-1.31250962e-01	9.62575659e-21	-9.29943558e-20	-3.43613673e-22	-9.31661626e-20	9.28225489e-20
2026            	3.15668449e-02	1.57834225e-02	1.57834225e-02	8.94733141e-01	3.16129631e-01	5.78603510e-01	-1.31236939e-01	9.62577604e-21	-9.29984110e-20	-3.50407685e-22	-9.31736148e-20	9.28232071e-20
2027            	3.15650621e-02	1.57825311e-02	1.57825311e-02	8.94684782e-01	3.16119431e-01	5.78565351e-01	-1.31222960e-01	9.62579287e-21	-9.30023023e-20	-3.56640910e-22	-9.31806227e-20	9.28239818e-20
2028            	3.15633481e-02	1.57816740e-02	1.57816740e-02	8.94636610e-01	3.16108950e-01	5.78527660e-01	-1.31209355e-01	9.62579995e-21	-9.30060966e-20	-3.62371422e-22	-9.31872823e-20	9.28249108e-20
2029            	3.15615361e-02	1.57807680e-02	1.57807680e-02	8.94587511e-01	3.16098183e-01	5.78489328e-01	-1.31195573e-01	9.62581861e-21	-9.30100042e-20	-3.68094818e-22	-9.31940516e-20	9.28259568e-20
2030            	3.15597164e-02	1.57798582e-02	1.57798582e-02	8.94537880e-01	3.16087116e-01	5.78450764e-01	-1.31181824e-01	9.62583507e-21	-9.30138292e-20	-3.73356111e-22	-9.32005073e-20	9.28271512e-20
2031            	3.15579156e-02	1.57789578e-02	1.57789578e-02	8.94488236e-01	3.16075780e-01	5.78412456e-01	-1.31168338e-01	9.62584708e-21	-9.30176839e-20	-3.78386843e-22	-9.32068773e-20	9.28284905e-20
2032            	3.15560729e-02	1.57780364e-02	1.57780364e-02	8.94438462e-01	3.16064250e-01	5.78374212e-01	-1.31154981e-01	9.62586210e-21	-9.30215742e-20	-3.83245782e-22	-9.32131971e-20	9.28299513e-20
2033            	3.15543439e-02	1.57771719e-02	1.57771719e-02	8.94389117e-01	3.16052441e-01	5.78336676e-01	-1.31142118e-01	9.62586305e-21	-9.30255652e-20	-3.87899543e-22	-9.32195150e-20	9.28316154e-20
2034            	3.15525727e-02	1.57762863e-02	1.57762863e-02	8.94339077e-01	3.16040324e-01	5.78298753e-01	-1.31129215e-01	9.62586898e-21	-9.30298720e-20	-3.92839777e-22	-9.32262919e-20	9.28334521e-20
2035            	3.15508479e-02	1.57754240e-02	1.57754240e-02	8.94289529e-01	3.16028020e-01	5.78261508e-01	-1.31116744e-01	9.62586367e-21	-9.30342163e-20	-3.97543171e-22	-9.32329878e-20	9.28354447e-20
2036            	3.15492094e-02	1.57746047e-02	1.57746047e-02	8.94240062e-01	3.16015419e-01	5.78224644e-01	-1.31104612e-01	9.62584909e-21	-9.30387731e-20	-4.02236655e-22	-9.32398914e-20	9.28376547e-20
2037            	3.15476077e-02	1.57738038e-02	1.57738038e-02	8.94191188e-01	3.16002686e-01	5.78188503e-01	-1.31092909e-01	9.62583109e-21	-9.30432923e-20	-4.06659238e-22	-9.32466219e-20	9.28399627e-20
2038            	3.15460459e-02	1.57730229e-02	1.57730229e-02	8.94142226e-01	3.15989707e-01	5.78152518e-01	-1.31081406e-01	9.62581556e-21	-9.30477577e-20	-4.10709826e-22	-9.32531126e-20	9.28424028e-20
2039            	3.15445765e-02	1.57722883e-02	1.57722883e-02	8.94094384e-01	3.15976669e-01	5.78117716e-01	-1.31070524e-01	9.62579264e-21	-9.30519675e-20	-4.14125884e-22	-9.32590305e-20	9.28449046e-20
2040            	3.15430241e-02	1.57715121e-02	1.57715121e-02	8.94046195e-01	3.15963490e-01	5.78082705e-01	-1.31059607e-01	9.62578594e-21	-9.30562669e-20	-4.17563411e-22	-9.32650486e-20	9.28474852e-20
2041            	3.15414961e-02	1.57707480e-02	1.57707480e-02	8.93997992e-01	3.15950128e-01	5.78047865e-01	-1.31048869e-01	9.62577633e-21	-9.30605311e-20	-4.20664845e-22	-9.32708636e-20	9.28501987e-20
2042            	3.15399861e-02	1.57699930e-02	1.57699930e-02	8.93950309e-01	3.15936702e-01	5.78013607e-01	-1.31038453e-01	9.62576679e-21	-9.30647738e-20	-4.23563230e-22	-9.32765555e-20	9.28529922e-20
2043            	3.15385000e-02	1.57692500e-02	1.57692500e-02	8.93903467e-01	3.15923278e-01	5.77980189e-01	-1.31028456e-01	9.62575727e-21	-9.30690239e-20	-4.26306424e-22	-9.32821771e-20	9.28558707e-20
2044            	3.15371651e-02	1.57685826e-02	1.57685826e-02	8.93857854e-01	3.15909783e-01	5.77948071e-01	-1.31019144e-01	9.62573486e-21	-9.30732790e-20	-4.28761611e-22	-9.32876598e-20	9.28588982e-20
2045            	3.15357942e-02	1.57678971e-02	1.57678971e-02	8.93812350e-01	3.15896199e-01	5.77916151e-01	-1.31009976e-01	9.62572445e-21	-9.30777693e-20	-4.31529060e-22	-9.32935339e-20	9.28620048e-20
2046            	3.15344338e-02	1.57672169e-02	1.57672169e-02	8.93766934e-01	3.15882512e-01	5.77884422e-01	-1.31000955e-01	9.62571644e-21	-9.30822258e-20	-4.34017953e-22	-9.32992347e-20	9.28652168e-20
2047            	3.15331757e-02	1.57665878e-02	1.57665878e-02	8.93723148e-01	3.15868954e-01	5.77854194e-01	-1.30992620e-01	9.62570313e-21	-9.30864302e-20	-4.35975298e-22	-9.33044178e-20	9.28684425e-20
2048            	3.15317289e-02	1.57658644e-02	1.57658644e-02	8.93678372e-01	3.15855317e-01	5.77823055e-01	-1.30983869e-01	9.62572531e-21	-9.30907459e-20	-4.38140692e-22	-9.33098163e-20	9.28716756e-20
2049            	3.15304488e-02	1.57652244e-02	1.57652244e-02	8.93635673e-01	3.15841882e-01	5.77793792e-01	-1.30975955e-01	9.62572787e-21	-9.30944995e-20	-4.39146544e-22	-9.33140727e-20	9.28749262e-20
2050            	3.15290609e-02	1.57645304e-02	1.57645304e-02	8.93592688e-01	3.15828438e-01	5.77764251e-01	-1.30967907e-01	9.62575409e-21	-9.30984150e-20	-4.40417434e-22	-9.33186237e-20	9.28782063e-20
2051            	3.15276233e-02	1.57638117e-02	1.57638117e-02	8.93550143e-01	3.15815112e-01	5.77735030e-01	-1.30959959e-01	9.62578419e-21	-9.31021030e-20	-4.41216388e-22	-9.33227112e-20	9.28814948e-20
2052            	3.15261389e-02	1.57630694e-02	1.57630694e-02	8.93508534e-01	3.15802019e-01	5.77706515e-01	-1.30952248e-01	9.62582123e-21	-9.31056151e-20	-4.41704323e-22	-9.33264673e-20	9.28847630e-20
2053            	3.15246522e-02	1.57623261e-02	1.57623261e-02	8.93467270e-01	3.15788957e-01	5.77678312e-01	-1.30944677e-01	9.62586107e-21	-9.31091717e-20	-4.42105896e-22	-9.33302246e-20	9.28881187e-20
2054            	3.15231315e-02	1.57615657e-02	1.57615657e-02	8.93426649e-01	3.15776047e-01	5.77650601e-01	-1.30937277e-01	9.62590399e-21	-9.31127617e-20	-4.42527678e-22	-9.33340255e-20	9.28914979e-20
2055            	3.15215713e-02	1.57607857e-02	1.57607857e-02	8.93386744e-01	3.15763329e-01	5.77623414e-01	-1.30930042e-01	9.62595610e-21	-9.31162758e-20	-4.42809672e-22	-9.33376806e-20	9.28948709e-20
2056            	3.15199674e-02	1.57599837e-02	1.57599837e-02	8.93347518e-01	3.15750804e-01	5.77596714e-01	-1.30922955e-01	9.62601902e-21	-9.31197231e-20	-4.42989234e-22	-9.33412177e-20	9.28982284e-20
2057            	3.15183332e-02	1.57591666e-02	1.57591666e-02	8.93309090e-01	3.15738471e-01	5.77570619e-01	-1.30916074e-01	9.62608860e-21	-9.31232004e-20	-4.43213382e-22	-9.33448071e-20	9.29015937e-20
2058            	3.15167400e-02	1.57583700e-02	1.57583700e-02	8.93271714e-01	3.15726296e-01	5.77545418e-01	-1.30909561e-01	9.62615571e-21	-9.31268428e-20	-4.43642995e-22	-9.33486643e-20	9.29050213e-20
2059            	3.15151489e-02	1.57575744e-02	1.57575744e-02	8.93235276e-01	3.15714307e-01	5.77520969e-01	-1.30903331e-01	9.62622359e-21	-9.31306523e-20	-4.44320918e-22	-9.33528128e-20	9.29084919e-20
2060            	3.15134892e-02	1.57567446e-02	1.57567446e-02	8.93198876e-01	3.15702383e-01	5.77496492e-01	-1.30897054e-01	9.62630226e-21	-9.31348435e-20	-4.45632603e-22	-9.33576598e-20	9.29120272e-20
2061            	3.15119424e-02	1.57559712e-02	1.57559712e-02	8.93164437e-01	3.15690762e-01	5.77473675e-01	-1.30891456e-01	9.62636669e-21	-9.31389899e-20	-4.46832713e-22	-9.33624062e-20	9.29155735e-20
2062            	3.15103998e-02	1.57551999e-02	1.57551999e-02	8.93131064e-01	3.15679370e-01	5.77451694e-01	-1.30886162e-01	9.62644449e-21	-9.31432388e-20	-4.48287862e-22	-9.33673827e-20	9.29190949e-20
2063            	3.15087959e-02	1.57543979e-02	1.57543979e-02	8.93097970e-01	3.15668104e-01	5.77429866e-01	-1.30880881e-01	9.62653685e-21	-9.31474087e-20	-4.49667957e-22	-9.33722427e-20	9.29225748e-20
2064            	3.15072587e-02	1.57536293e-02	1.57536293e-02	8.93066571e-01	3.15657188e-01	5.77409384e-01	-1.30876098e-01	9.62662339e-21	-9.31513197e-20	-4.50646477e-22	-9.33766430e-20	9.29259965e-20
2065            	3.15057110e-02	1.57528555e-02	1.57528555e-02	8.93036265e-01	3.15646545e-01	5.77389720e-01	-1.30871588e-01	9.62671727e-21	-9.31552352e-20	-4.51705967e-22	-9.33810882e-20	9.29293822e-20
2066            	3.15040665e-02	1.57520333e-02	1.57520333e-02	8.93006111e-01	3.15636074e-01	5.77370037e-01	-1.30866981e-01	9.62682469e-21	-9.31592171e-20	-4.52958776e-22	-9.33856964e-20	9.29327377e-20
2067            	3.15025122e-02	1.57512561e-02	1.57512561e-02	8.92977533e-01	3.15625895e-01	5.77351638e-01	-1.30862872e-01	9.62691908e-21	-9.31630834e-20	-4.53995814e-22	-9.33900813e-20	9.29360855e-20
2068            	3.15009724e-02	1.57504862e-02	1.57504862e-02	8.92950426e-01	3.15616070e-01	5.77334356e-01	-1.30859143e-01	9.62701589e-21	-9.31670221e-20	-4.55272825e-22	-9.33946585e-20	9.29393857e-20
2069            	3.14994545e-02	1.57497272e-02	1.57497272e-02	8.92924488e-01	3.15606511e-01	5.77317977e-01	-1.30855733e-01	9.62711379e-21	-9.31710327e-20	-4.56710442e-22	-9.33993880e-20	9.29426775e-20
2070            	3.14979394e-02	1.57489697e-02	1.57489697e-02	8.92899574e-01	3.15597227e-01	5.77302347e-01	-1.30852560e-01	9.62721646e-21	-9.31750571e-20	-4.58272703e-22	-9.34041935e-20	9.29459208e-20
2071            	3.14964003e-02	1.57482001e-02	1.57482001e-02	8.92875408e-01	3.15588202e-01	5.77287205e-01	-1.30849502e-01	9.62733125e-21	-9.31789205e-20	-4.59711367e-22	-9.34087762e-20	9.29490648e-20
2072            	3.14947590e-02	1.57473795e-02	1.57473795e-02	8.92851656e-01	3.15579515e-01	5.77272141e-01	-1.30846313e-01	9.62746938e-21	-9.31826982e-20	-4.61282672e-22	-9.34133396e-20	9.29520569e-20
